playId;songId;clientId;time
84740;5623;40300;18.03.2021
89234;637;28568;9.02.2020
37896;6590;23055;23.12.2021
32518;3175;3847;18.05.2021
41858;6446;1726;28.12.2022
99210;4947;40392;25.07.2020
49268;1403;23909;4.02.2020
29857;5987;30990;22.10.2021
16349;2089;68326;20.11.2021
28660;706;87303;18.07.2021
67437;1210;95272;27.01.2020
9962;5677;75543;19.08.2022
38562;3811;65013;3.03.2022
6650;3129;28754;16.08.2022
17285;9643;60909;1.03.2022
53136;1933;83046;18.01.2021
25192;7729;28803;22.05.2020
68041;5256;85250;25.09.2022
73495;5805;13037;31.03.2021
20641;26;48489;29.12.2021
97831;3732;47367;17.06.2021
46879;8468;1040;14.08.2020
6631;3843;6290;13.11.2022
53304;4205;28949;31.01.2020
12802;5642;42291;10.04.2021
92311;8298;90552;7.01.2020
5145;8665;62340;15.10.2021
12743;7006;70853;5.08.2021
98813;5249;9680;25.11.2021
74997;2356;70881;11.12.2022
17436;5239;33411;25.03.2021
10616;8743;49764;11.04.2021
26812;2935;60274;7.08.2022
92016;4150;32822;17.10.2022
416;3701;56782;18.10.2020
93750;2359;90297;24.08.2022
3163;4328;74036;24.07.2022
97528;4231;26965;19.08.2021
878;5733;53469;17.06.2022
73274;1225;48335;10.06.2020
12944;3205;36294;8.07.2022
54219;975;51081;10.01.2020
17318;9270;21586;4.07.2020
21682;5747;60447;17.03.2020
73406;7479;15491;29.03.2022
98701;2175;50587;27.06.2020
2115;1510;12814;20.04.2020
6321;8817;87862;25.08.2022
50351;8586;21378;30.12.2020
46653;1574;26405;10.10.2021
66326;6921;96670;10.04.2021
38190;5139;71974;30.06.2021
69014;5255;35309;1.03.2020
86219;6252;69831;21.09.2020
51530;6876;37940;2.08.2021
48530;8032;66713;17.11.2022
7361;1347;92013;16.06.2022
95880;4742;78661;30.12.2022
99429;4773;29844;27.07.2021
71163;3318;26989;1.11.2022
3274;8693;90956;21.07.2022
65346;7305;9653;11.06.2020
26367;5234;64093;23.01.2021
90193;9627;66973;27.05.2021
15692;714;60460;4.01.2022
28933;1129;30818;10.04.2020
66850;8095;75233;6.09.2020
51172;5906;65475;10.05.2021
1672;2133;29246;24.09.2020
84106;7445;76133;24.11.2020
60604;5362;57262;28.04.2022
40752;636;20416;7.11.2020
67957;7331;62363;27.03.2021
72007;1214;93290;22.04.2021
9243;687;23743;21.02.2021
18719;3725;55814;7.12.2021
9286;8946;13193;2.06.2020
86763;850;97397;23.06.2021
72367;9374;34652;24.04.2022
60037;771;99360;12.07.2022
62141;7021;53512;4.10.2021
75390;3657;55939;29.05.2020
51917;9950;66723;15.02.2020
68468;9266;164;8.03.2022
83480;991;91663;17.11.2021
25264;172;54935;14.12.2022
32363;1499;93429;21.06.2020
21484;1171;81097;17.07.2022
87045;5216;71437;19.12.2022
7240;1636;20244;30.06.2022
76119;1505;2491;16.07.2022
37612;8302;19343;6.03.2020
35453;3097;29882;8.04.2020
79687;2588;34379;26.04.2020
3530;688;80485;29.06.2020
93910;3393;79566;25.09.2022
83029;3801;89770;13.11.2021
21374;4418;37874;24.03.2021
75563;102;38158;23.01.2020
68328;4896;10291;19.06.2021
68988;9819;59904;30.03.2021
64590;6181;32364;18.08.2022
82871;9912;29652;3.08.2020
14013;5839;12993;15.06.2020
39795;145;84140;20.01.2021
34624;5086;19649;19.11.2022
39626;3937;71401;8.08.2022
3872;5952;80991;6.10.2021
10870;4045;10694;22.11.2022
89584;8091;74693;26.10.2022
43998;7270;8977;26.05.2022
37162;8880;16194;14.12.2022
9039;3454;42978;17.02.2020
40725;240;15643;27.12.2022
53765;4924;28827;24.05.2020
43112;1250;67506;7.07.2021
45763;6673;92722;18.03.2022
59907;2913;79452;8.06.2022
42841;6887;94451;1.01.2022
88798;8796;38996;9.11.2020
28938;9750;23059;15.09.2020
39600;4235;89688;3.04.2020
44263;6368;74194;2.11.2021
70799;1415;74216;24.03.2021
27489;5082;14266;3.08.2021
32435;589;24622;14.10.2022
64904;4320;86055;23.05.2021
31304;3719;22877;3.07.2022
28948;344;75916;4.12.2022
83317;933;63331;24.11.2020
13684;8084;49902;5.02.2022
781;7617;11007;17.09.2022
18427;5770;90738;12.04.2022
4051;3458;67766;8.10.2021
10125;356;35745;19.12.2022
10663;6799;38823;10.09.2021
48544;3089;71651;24.03.2020
4702;6116;85108;12.09.2020
97186;6298;980;24.09.2021
1018;1928;31043;20.08.2022
48108;1664;80762;18.03.2021
72440;1103;6127;29.08.2022
72832;958;61472;26.03.2021
33147;1539;26676;21.04.2021
2859;7690;22700;11.06.2022
15917;5240;97712;20.02.2020
75475;8530;86627;4.06.2020
55330;3420;9834;24.09.2022
53670;150;3709;9.03.2020
72638;6166;57818;10.12.2020
51862;2026;71379;19.04.2022
89538;5559;60750;9.12.2022
52792;5409;90251;28.11.2022
81470;7458;90428;28.01.2020
35682;1399;18308;29.04.2020
94440;6194;95550;17.08.2021
45244;4794;12495;11.05.2021
60208;9525;32407;13.06.2020
47880;998;1267;20.07.2021
62249;1087;26795;27.09.2021
88323;236;23522;27.03.2021
45717;2621;49787;26.10.2022
93007;741;47292;22.02.2022
99708;4706;75272;5.10.2020
55977;6007;63100;29.05.2020
2188;6368;35867;29.05.2021
11452;7827;73296;7.02.2020
68827;1974;97839;26.10.2020
69796;6176;55930;28.09.2020
40569;4258;500;18.10.2021
47567;4696;68478;22.02.2020
15002;1092;64545;12.01.2020
52655;59;42031;28.12.2020
96229;2332;76485;30.11.2021
8185;5837;54836;15.09.2021
69041;1080;17364;14.07.2021
28255;8843;50299;5.08.2022
24077;9803;50165;22.02.2021
36508;2264;54252;7.01.2020
27056;3430;25163;30.05.2022
26145;1491;39853;26.07.2022
86922;4255;38075;14.04.2021
25361;172;16264;24.05.2020
97543;2135;22931;5.06.2022
30268;8694;16945;22.11.2022
36387;1514;18499;21.04.2020
42162;9151;75161;31.01.2021
29024;5812;46604;26.10.2021
68569;9797;55616;22.03.2021
46106;5255;26738;5.07.2021
70594;4607;31423;12.03.2021
16450;6388;48484;9.03.2020
36953;6180;67026;25.03.2020
32428;2824;58650;21.07.2020
60318;8649;17805;30.04.2021
74268;3770;1202;8.10.2022
2392;9588;26300;9.09.2020
9776;3058;89683;20.01.2021
66166;2446;84710;11.02.2022
45728;6633;32786;22.11.2020
54512;2822;56036;11.08.2021
25411;8119;92725;19.08.2020
94719;5082;96759;8.11.2020
51749;7280;78456;9.11.2021
93541;3802;94955;14.08.2022
13970;7835;75783;20.03.2022
86298;1381;46898;31.05.2020
84187;1864;95489;26.01.2022
58588;405;21568;11.02.2022
8865;7493;67558;2.01.2022
82150;6002;33151;2.08.2021
24795;72;13867;27.06.2022
56840;355;8848;21.08.2022
63755;2070;10697;4.08.2022
94122;5592;48851;30.04.2020
89300;9200;57845;7.12.2020
80894;8887;13580;29.05.2020
78063;4024;47932;3.02.2020
86643;960;32031;3.08.2020
32126;1050;62061;25.07.2022
3574;1135;92906;27.11.2021
64434;8572;9006;13.04.2022
65530;3860;98221;30.06.2022
22040;5873;28559;28.09.2022
70885;576;50644;10.10.2021
79090;1175;9389;31.08.2021
73760;8568;11120;17.11.2020
46155;1190;22812;27.11.2022
27678;581;16061;27.05.2022
73065;3447;1213;28.05.2021
99914;2703;3935;25.04.2021
94802;1324;78773;8.07.2020
829;9951;3822;19.06.2022
36817;4204;39367;9.11.2020
96029;5321;92404;2.05.2020
41985;1907;46134;25.11.2021
22742;1175;66872;27.04.2021
5349;1465;8972;23.04.2020
33676;4895;25358;23.12.2021
52347;7892;91723;18.03.2022
74147;8256;61249;24.06.2021
74768;6006;38171;26.10.2022
65584;539;67532;29.08.2020
69765;7932;35010;27.12.2021
78753;3207;22148;12.08.2022
54097;5754;27910;5.03.2020
90384;2134;22885;28.05.2021
60230;9243;83530;2.05.2021
14581;1626;61823;9.08.2021
74877;8334;27578;13.04.2020
4680;1937;57532;19.02.2021
80334;8609;48465;14.05.2020
31736;4160;15487;14.03.2021
4238;5308;8285;13.10.2020
6469;5823;77828;10.08.2022
24436;6995;61111;21.08.2022
13057;8470;83977;6.01.2020
42780;3047;30202;20.03.2020
13868;4106;81447;12.03.2022
64614;6932;75241;23.03.2021
78409;4195;16049;20.11.2022
44984;5618;9748;27.01.2021
70920;8153;55928;5.11.2022
85518;1914;74930;24.06.2021
71951;7225;9976;21.09.2021
58966;3503;6806;5.02.2022
89008;2973;77326;31.07.2022
837;9564;92203;13.09.2022
75990;1868;17772;25.10.2020
33322;501;61825;17.12.2020
51880;6130;14424;21.02.2020
56284;9507;4345;4.10.2021
43990;7844;3328;7.08.2021
81583;4052;17089;25.11.2020
87066;5864;33211;22.01.2020
46052;2611;31617;3.08.2022
44067;2742;77887;7.01.2021
71241;3652;80721;13.04.2021
62854;2334;52725;15.11.2020
17388;9114;74298;27.09.2021
75080;5320;34788;12.11.2021
59267;9646;53367;24.12.2022
68637;9408;36039;10.12.2022
97371;1565;2551;18.11.2021
66938;6681;24711;7.07.2021
56245;1876;2273;27.08.2021
50608;7309;66092;3.04.2020
74567;8453;12827;8.10.2020
27316;1780;53199;9.11.2021
73440;641;18516;2.07.2021
19943;454;79985;19.01.2022
22045;8974;34929;25.01.2020
66979;8753;46628;23.10.2021
81564;5429;98018;27.08.2021
3831;1602;984;7.10.2022
79645;9721;18247;3.08.2020
92154;4456;21984;16.03.2021
32411;3493;68535;8.02.2021
24222;1557;49593;9.12.2020
23813;3360;95764;1.06.2022
79028;3867;58020;9.12.2020
38228;8890;12422;30.11.2020
83445;8770;51418;18.04.2020
36672;8480;89572;12.07.2020
30447;8071;7262;2.04.2022
49262;2389;52224;20.09.2020
37989;8614;82223;29.10.2020
18557;7297;74223;3.09.2021
57253;5217;57571;20.11.2022
51559;3589;65036;24.01.2021
19396;1230;6043;8.12.2022
95986;8852;17808;13.11.2020
94305;9909;18815;12.04.2021
34452;7619;25414;28.01.2020
77480;9470;4888;17.04.2022
66749;6410;44994;24.03.2020
6516;6491;67843;15.09.2020
43725;5879;92386;31.03.2022
31383;2796;94690;21.07.2022
96803;7450;96971;22.12.2021
47165;3279;45896;18.02.2020
58638;8559;36832;2.06.2021
8585;8194;14421;2.11.2021
13727;5089;19174;10.01.2021
58878;5259;83192;14.09.2021
46674;7716;18625;23.10.2021
82903;6510;50875;30.11.2022
38230;7542;54346;25.01.2021
46398;5284;60997;25.04.2020
42679;393;92574;26.08.2022
44906;6719;71627;23.07.2022
91662;4815;79458;10.11.2022
19759;8075;14186;17.07.2022
4858;962;52420;5.07.2020
75117;2669;43362;10.10.2021
20506;2722;32676;12.07.2020
36063;6608;84916;19.11.2021
79429;713;57272;16.09.2022
89663;9804;44298;18.06.2021
96951;2135;548;21.04.2021
20930;1499;77680;14.02.2022
430;3458;40757;26.03.2021
44192;1391;87017;4.08.2021
92450;1514;20136;17.01.2021
44682;9644;69969;29.05.2020
3189;2850;92644;19.12.2020
57899;3423;93560;22.07.2022
96261;8577;2474;16.01.2020
25956;9119;18266;13.08.2022
53609;7685;27445;7.07.2021
60094;9092;20346;6.10.2022
63932;3526;65009;9.02.2020
95139;1321;58256;16.03.2020
11191;1156;54487;24.01.2020
14698;3226;39790;30.06.2022
33476;9589;73351;12.06.2020
36885;7048;54490;20.04.2022
24919;2549;28939;29.01.2020
17964;1430;54488;13.12.2021
11829;8318;44824;26.11.2020
56355;9642;18;1.07.2021
32484;5689;27868;9.11.2020
71147;1225;32281;27.01.2022
34181;906;78936;14.04.2022
2163;9315;67517;30.10.2021
33013;4692;49588;9.03.2020
54528;7421;44042;3.03.2022
266;4255;85459;31.01.2022
3457;8813;74599;29.06.2020
21591;8436;88390;3.07.2020
7879;9930;80606;21.12.2020
9622;3237;27261;21.04.2022
20755;926;15553;13.03.2022
82367;3194;72629;23.03.2021
36857;5694;48463;4.01.2021
86156;3063;95632;15.07.2021
40746;7110;67196;22.04.2021
10972;5701;20112;30.10.2021
29826;3926;26225;25.02.2020
7784;3897;42869;18.04.2020
65215;6085;48730;24.05.2021
51647;6679;68407;29.03.2022
89661;8201;34726;3.07.2022
4469;9391;26406;16.01.2021
4880;1220;45407;7.02.2022
45082;9201;78924;1.06.2020
65815;5934;22551;24.07.2020
37575;3147;3082;29.05.2022
88796;3993;70070;23.05.2022
95535;7275;17101;8.06.2020
91716;7841;91677;11.05.2021
10151;5742;78369;29.05.2022
70327;5732;23164;14.12.2021
44347;4505;37899;23.12.2022
15443;1675;67335;27.08.2022
64202;5187;35697;25.09.2022
60381;8660;39911;2.08.2021
86937;5486;23456;31.07.2020
77459;8459;56939;25.05.2022
85646;8555;46107;23.10.2022
52197;2401;70053;20.04.2020
4113;4287;99567;13.04.2022
31956;5340;57634;16.10.2021
75435;7595;16640;19.04.2020
57560;7262;25635;18.09.2022
16545;2187;12635;24.09.2021
33596;3741;93421;28.03.2021
73747;8889;61975;10.08.2021
41107;3823;80947;30.10.2022
67553;3008;47325;20.01.2020
98085;5656;63452;5.03.2020
57532;722;72499;3.05.2022
82467;616;64588;25.02.2022
35966;3697;672;14.05.2021
55206;9994;71302;1.04.2021
44257;4563;995;4.08.2021
91474;8013;43498;26.08.2022
72545;2040;71100;17.11.2020
11773;8256;2189;23.12.2022
16790;4591;68893;2.06.2022
16506;9864;90489;15.09.2021
65419;2560;84475;1.08.2021
75897;8650;47854;22.11.2022
21417;1222;42269;22.04.2021
63656;8375;85889;7.11.2020
18943;6867;78177;14.09.2021
67844;4627;40172;25.04.2022
62720;5036;51528;9.11.2020
70988;4714;7722;18.07.2020
32525;4057;74497;3.04.2020
38203;9876;47935;21.03.2022
68442;4069;86614;23.01.2021
67838;7343;54739;19.01.2020
85781;911;79578;2.01.2021
93688;8777;25085;10.05.2021
82514;4347;9698;8.12.2020
58217;6889;70738;10.05.2021
35250;166;35404;28.12.2020
25435;8145;67905;27.04.2020
949;2428;57887;27.01.2020
43651;6487;98407;18.02.2020
69994;6544;49565;14.11.2021
61001;3841;66781;23.01.2020
22570;2077;76691;9.05.2021
19330;7423;91415;4.04.2020
19451;8307;83611;16.08.2022
41401;5998;68355;6.12.2022
73479;4133;35220;23.07.2022
29869;3184;15152;22.05.2022
81329;2256;56260;10.07.2022
41350;7383;27260;17.12.2022
34156;4198;14662;11.01.2022
5690;2382;70357;15.11.2021
55570;5518;84324;10.07.2021
54443;1690;86207;12.12.2022
80808;5529;56533;11.10.2020
51153;5127;96371;20.12.2020
54709;3807;30719;10.11.2020
23178;223;71705;18.12.2020
77897;8520;65079;10.03.2022
34388;9845;89869;2.10.2020
23277;7012;10023;3.07.2020
9240;3664;34191;9.11.2021
98895;2755;42724;15.04.2022
83505;3015;46001;20.09.2022
12083;7677;34892;17.07.2020
95413;592;56399;9.08.2022
75983;3600;25783;15.03.2022
55756;2425;75577;6.06.2020
49474;3908;84007;25.05.2021
5467;1214;47467;9.02.2022
2546;3092;24297;14.06.2020
34276;9098;22477;25.07.2020
96416;8751;5659;3.11.2022
24232;7906;45710;19.01.2022
17471;6375;25932;29.04.2020
88334;2232;45138;9.05.2022
42537;1524;60969;18.01.2021
73421;9476;67647;3.01.2021
70905;9272;89929;21.04.2021
20613;1858;8489;5.11.2020
36065;3274;86869;18.10.2022
75329;2095;46563;19.09.2021
84181;2992;90504;31.01.2020
15329;4042;76433;16.06.2022
41051;4514;35150;19.01.2022
51621;2820;16483;10.01.2021
34012;3244;80951;5.06.2022
40386;2338;54219;16.03.2021
61138;9452;3355;9.11.2022
50822;5560;83153;17.08.2020
73522;8670;66156;25.07.2022
21645;3951;69445;26.05.2020
25616;827;32478;6.12.2021
62011;7932;41849;24.08.2022
56709;6627;35112;24.07.2021
27067;4591;92667;10.01.2021
64623;3455;16846;17.03.2021
14830;1475;1609;12.03.2020
92013;5300;26973;23.04.2022
9914;9217;60404;7.07.2020
96590;8236;14522;10.12.2022
2781;6965;70581;17.04.2022
83491;8137;73464;12.12.2022
28972;8200;57938;20.03.2022
63128;2581;37952;27.06.2022
95178;5445;50886;29.01.2020
14477;5539;62523;31.05.2022
68749;4556;40618;22.03.2021
26567;6836;12879;8.07.2022
91085;9587;20620;17.09.2020
91742;6729;45824;13.06.2020
63137;3974;67220;20.04.2021
50429;1539;23761;14.01.2022
51250;9032;87140;28.09.2020
37748;5194;30823;26.08.2020
94355;141;13302;12.01.2021
25867;8468;10865;16.11.2020
28090;2351;24764;12.03.2021
96497;4896;50609;30.09.2020
52890;5506;43815;24.03.2020
85523;7773;72587;3.07.2021
80333;8596;35212;3.03.2021
43860;4407;59378;31.07.2022
13202;1888;42731;19.06.2022
31390;4619;25863;1.08.2021
88017;2633;87908;5.12.2022
537;8664;2131;20.02.2022
21403;3534;86147;12.03.2020
78589;7430;27899;28.05.2022
46764;1534;28527;7.07.2020
12242;5165;83534;13.08.2020
7995;9264;84263;12.06.2020
50594;4296;27771;21.06.2020
23660;2863;61002;27.05.2021
39569;2520;47133;6.01.2021
45646;7459;35393;14.10.2020
12180;3927;47991;14.09.2022
98868;1065;52387;16.11.2021
88195;5505;34581;13.06.2022
1685;4183;82473;23.07.2020
69016;8642;4785;6.02.2022
78133;769;57886;21.09.2020
60184;3071;70592;24.08.2022
29400;7061;28673;7.04.2021
12543;8346;20516;11.09.2021
87226;9591;82361;19.05.2022
38886;6123;53943;28.05.2021
25610;9627;60831;28.07.2020
43878;3552;22718;29.07.2020
76620;7021;77680;23.10.2021
79788;8221;42242;18.08.2021
13365;9865;44805;8.12.2020
25416;9057;66437;26.01.2022
15807;4804;50614;29.12.2022
89565;211;77087;29.03.2021
31286;3111;74721;10.04.2020
15994;9165;78220;23.10.2021
17907;9629;66822;20.10.2022
59480;7795;92747;9.12.2021
91260;8860;77208;15.08.2020
97728;7382;11575;4.12.2022
42901;4003;23848;25.12.2022
50677;8207;91293;6.03.2021
16724;2424;57215;23.09.2020
44218;6930;91369;30.07.2020
1303;8673;96915;4.03.2020
52269;1178;51581;20.04.2020
91754;4990;94238;29.11.2021
37992;4359;29222;10.08.2020
97266;7184;24425;15.12.2020
37516;121;13090;23.09.2020
22054;1335;11697;26.06.2021
8454;3217;76317;31.10.2022
12588;7768;18151;27.03.2022
14503;2430;58231;15.06.2020
87838;1001;63619;13.04.2021
35353;4817;30486;16.11.2021
30653;6712;17564;27.08.2020
9344;9868;68831;28.02.2022
13698;7377;94527;7.11.2022
39164;7741;81282;26.09.2020
27253;3895;17227;19.09.2022
11825;5461;61142;6.02.2022
36132;3923;35124;26.02.2022
62865;3131;54290;21.12.2021
52890;1945;43320;28.01.2020
2163;1373;53667;30.05.2021
41988;207;19237;9.04.2021
32479;579;31910;2.01.2020
31452;9160;73093;20.05.2020
65127;1455;40062;16.12.2020
34661;3964;35870;26.12.2021
69507;8673;62085;11.02.2021
61935;7702;84454;12.06.2022
9664;3363;70235;8.04.2020
84673;8209;2465;15.05.2021
50124;4808;87034;31.10.2022
29077;9593;36421;11.11.2020
15775;7637;56512;28.08.2021
63328;4274;64503;21.06.2022
47956;34;94843;13.07.2020
70357;8025;19832;5.03.2020
34977;8798;19947;4.05.2020
80021;9983;1423;29.08.2021
70172;7680;95790;18.01.2022
38875;4827;70227;18.11.2022
95244;7230;54683;3.06.2020
65336;4764;77015;5.07.2021
22939;1701;9742;9.10.2020
79253;2637;18168;1.10.2021
37193;5610;42652;27.12.2022
41289;6485;8909;13.10.2022
7446;9831;49858;7.06.2020
42281;2043;26851;1.04.2021
97425;4561;30789;17.06.2020
91617;1033;13717;16.03.2022
37057;370;5149;22.11.2020
28626;3063;62785;14.09.2020
82062;7609;95455;2.05.2022
27752;5404;8757;24.07.2020
49931;8359;56325;28.11.2020
89681;396;11954;5.11.2022
32416;9534;89961;12.02.2020
21819;615;23158;26.08.2021
67011;4580;67388;3.02.2022
28656;8459;43389;26.03.2022
66126;2415;79233;2.07.2022
67298;8457;17297;7.05.2020
61845;9859;80488;26.09.2021
98770;9816;28370;26.08.2021
36951;3371;94246;8.08.2020
34153;3556;85560;20.01.2021
25926;4414;89440;21.07.2022
64281;1917;89658;5.04.2020
89839;6177;3842;25.05.2022
9096;4994;9125;22.08.2021
15786;2631;82790;18.03.2020
70071;6448;59418;3.04.2020
29722;700;9044;11.05.2021
69961;881;24886;25.06.2022
48137;1250;97289;1.11.2022
14223;4054;19979;14.02.2022
71634;5503;23987;27.01.2021
74999;7225;57260;30.01.2022
26552;1512;42247;23.02.2022
14058;3241;34664;28.01.2020
85059;3314;22300;25.03.2020
72622;990;32829;2.06.2020
42069;3059;35425;2.07.2020
10373;1220;36598;7.04.2020
24125;6207;67488;13.11.2021
81823;4064;82595;5.03.2021
37233;9666;7419;14.03.2022
71134;5330;42113;18.10.2022
25909;9487;56792;10.09.2022
39641;8457;2539;13.05.2021
83616;9211;99267;16.08.2021
11581;5537;4499;8.04.2022
41615;931;60062;9.01.2021
82991;8563;56646;29.09.2021
92282;386;46985;10.08.2021
95364;2435;32613;24.05.2020
83756;9491;43024;15.09.2022
58081;2469;4625;1.08.2020
81384;5087;22782;16.08.2022
27359;2381;8026;30.06.2022
13374;6307;43099;15.10.2021
82142;5316;67900;8.07.2020
31680;1622;74122;5.11.2021
62916;9761;11476;26.11.2020
9862;7203;511;24.05.2021
63003;427;85361;5.02.2020
52518;1499;66266;19.09.2022
12531;6092;42382;6.05.2021
63733;4112;53011;20.10.2022
70876;3469;64789;22.09.2022
91754;6782;1378;3.06.2022
11706;7088;50859;20.10.2021
82138;2525;55852;6.12.2020
92166;3262;70344;5.03.2022
30322;3653;95484;18.12.2021
57588;8773;83391;18.09.2020
70089;5243;43676;2.01.2021
87716;7927;53430;25.08.2022
37614;2339;22418;14.07.2020
93632;6335;20001;14.09.2022
45740;3045;22446;2.09.2021
71017;6702;64521;16.09.2020
69438;7771;75073;17.01.2021
74912;7284;59934;23.05.2021
64229;5952;46731;13.09.2020
17592;1638;72394;13.01.2021
29553;76;36560;9.08.2021
6895;3639;24628;29.11.2022
34018;9139;91074;2.12.2021
99153;9950;51707;11.02.2021
77231;4697;83154;6.05.2020
5881;2039;27124;5.01.2020
43036;4333;24080;24.03.2020
15541;9631;99669;3.01.2020
84772;4870;37213;26.09.2020
75044;955;79996;11.09.2021
67596;9006;77332;14.09.2021
61554;1534;17562;12.07.2021
63852;1917;18920;19.02.2021
67307;1026;32912;11.12.2020
45302;33;6051;15.02.2021
6162;2062;20;3.06.2021
24929;7112;53304;30.07.2022
89152;5119;90600;18.05.2022
37155;9956;77074;24.06.2020
87634;2724;86793;4.03.2022
85925;6932;20708;30.06.2020
23523;3136;29528;22.01.2020
28856;3103;78185;30.12.2021
81982;2496;41543;15.06.2021
68743;3307;69279;2.08.2020
70833;7260;43257;4.02.2020
68781;6941;83552;28.10.2021
63999;7207;16244;7.01.2022
47648;3257;56568;19.02.2022
16337;3928;86617;8.07.2020
54004;9154;79299;10.08.2022
66165;4818;75593;17.02.2021
8868;1379;30141;17.02.2020
88451;4350;15816;21.02.2021
80633;2801;58915;12.01.2022
69464;2630;17371;25.03.2022
34620;3898;94044;13.08.2022
10431;1589;43164;26.09.2020
15097;8332;61726;15.01.2020
54461;9446;99330;25.09.2022
52542;2854;44442;6.12.2020
40417;6054;3889;9.09.2020
26050;6794;35587;16.01.2021
30991;8858;43761;16.09.2022
56196;8412;17759;22.07.2020
51867;3347;41850;28.08.2022
32654;1834;39230;12.01.2022
37046;3899;88892;12.05.2021
9961;8373;19492;2.12.2020
24293;2204;78991;9.07.2022
48289;7335;7565;29.09.2021
17493;7036;69102;16.10.2022
90928;7977;61270;20.11.2020
92461;3968;17493;21.07.2022
46650;7427;67103;16.05.2022
25896;1738;11873;8.11.2021
3359;3688;52633;21.02.2020
88899;7668;91252;8.08.2022
17508;6830;60318;17.05.2022
93864;6048;11051;24.10.2022
41292;7175;55826;17.04.2021
56941;6595;2418;13.03.2021
7680;8485;33337;17.11.2021
79006;9262;89195;1.03.2022
88286;1908;52979;14.09.2021
17442;4912;95101;22.11.2020
81187;6406;57279;28.06.2020
24298;5068;15129;17.10.2021
59055;4749;1345;13.09.2021
57064;4808;6107;2.03.2021
685;5979;17649;12.12.2020
41620;8056;29991;29.02.2020
38409;2906;97625;13.02.2022
29959;7263;44471;17.07.2022
26671;4377;11778;6.01.2021
10622;1397;2326;18.06.2022
11892;4315;1015;15.05.2021
88004;7297;41124;8.03.2022
72131;2782;36448;21.04.2021
80704;1155;56237;5.02.2022
61969;742;63091;3.09.2020
93175;4826;30105;9.12.2021
11079;780;91098;21.08.2021
20439;3018;31186;8.06.2020
63453;3394;46289;25.12.2022
48749;7039;49610;23.07.2021
63504;5270;12023;20.07.2020
88871;1689;73606;24.04.2020
71283;9019;4014;18.06.2020
93003;9423;44003;15.04.2022
46508;9547;70943;9.09.2021
40327;8723;72699;19.09.2022
30310;1917;87510;4.12.2021
5491;7649;72907;25.07.2021
52523;3828;31909;31.08.2021
87967;631;96452;7.09.2021
96200;9419;22617;28.01.2022
90735;8044;7831;25.02.2022
52900;3314;43987;14.03.2022
88054;9743;13847;1.08.2022
11235;7107;36174;11.09.2020
78564;9199;48887;27.01.2022
74993;2293;43987;18.03.2021
64199;6982;69232;25.09.2022
17910;3488;48184;9.08.2022
47874;9939;814;2.03.2022
81650;3200;27978;22.04.2021
18924;8675;54912;30.10.2021
41574;4484;66487;9.11.2020
94104;8641;55871;31.08.2022
45081;6912;19892;5.05.2022
18389;4301;27374;19.07.2021
75160;3436;79517;18.10.2020
52814;800;29379;19.10.2020
39095;4216;3846;15.02.2021
79079;9272;88035;29.06.2021
9293;6363;92299;22.05.2020
64784;4262;44610;23.11.2020
16012;4279;52380;1.02.2021
6616;227;75722;15.12.2022
90860;1781;6034;23.01.2022
86055;5926;98896;12.04.2022
31810;6069;68280;23.09.2021
18296;119;84725;31.10.2021
80062;8334;88170;21.10.2021
24303;3040;93612;28.11.2022
56931;8995;9710;8.06.2020
81326;4103;59560;12.12.2021
55889;9555;44769;21.11.2022
36423;288;88008;21.08.2022
61189;1271;65402;9.02.2020
53805;8422;62776;11.02.2020
38955;6198;18082;25.09.2020
50292;7967;24925;30.03.2020
58654;4012;5651;8.06.2022
21088;8115;91576;20.04.2021
61335;4529;54240;5.04.2022
92445;4580;21361;9.12.2021
42229;2912;21116;22.04.2021
66041;1238;8155;26.08.2021
38832;9918;18873;12.04.2021
54218;622;65249;23.06.2020
54186;5445;55090;10.05.2021
79266;1561;98751;25.12.2020
27410;2165;273;3.05.2021
55620;3795;88255;4.03.2021
51589;4112;21827;4.07.2022
41052;558;62369;23.10.2020
28736;891;1017;18.07.2020
48711;6531;41909;10.08.2020
66851;2280;65124;1.12.2021
37517;7999;17882;4.03.2022
88081;6847;47617;7.07.2020
10685;2022;99851;22.10.2020
95236;537;72031;25.04.2021
61297;9465;55555;15.05.2021
12694;615;20602;6.02.2021
30472;9647;38640;9.11.2022
2260;5692;2344;4.06.2020
36805;2165;54994;22.04.2021
64532;3233;40373;30.05.2020
45521;888;17471;26.09.2020
71103;3803;8367;30.12.2021
63478;5184;41186;14.11.2021
6309;6833;17572;9.12.2021
84695;2838;35838;15.10.2021
22434;6182;90330;17.08.2020
69334;9264;2025;3.07.2022
14065;7797;25901;21.04.2020
1653;2711;56186;19.05.2020
38664;7828;13164;22.11.2022
86316;4768;74486;2.02.2022
27799;1391;85576;7.11.2021
24602;8512;98011;21.07.2021
65132;8093;7447;15.03.2020
77219;1181;58791;1.06.2021
50043;5136;29552;22.12.2021
80188;9019;60453;21.04.2020
36407;8846;66728;5.04.2022
76070;2616;65612;15.08.2022
98332;3442;77878;5.07.2021
89000;5827;15065;6.08.2021
66285;3251;33932;27.08.2022
68507;3619;97594;29.01.2022
41584;300;82764;28.06.2022
85539;9183;71510;24.12.2021
16766;7409;14257;9.09.2020
